article,class
#SAFC - anyone see Jamie O'Hara last nigh playing for Pompie? I was very impressed with him. Would like NUM see us go for him,34604050
"REF Great prize Jenni. I wanted one for ages, but wife says no. I'm so under the thumb LOL. Gonna take part",34604050
"REF Hey Lisa, you've been quiet. Everything ok chuck? What a great result but also unlucky. Ricco was awful&sending off too was stupid.",34604050
REF Never get me washing someone elses dirty kecks,34604050
REF Hopefully it wil work. I got ear antibiotic spray before and my infecdtion cleared in about NUM days.,34604050
"World Cup - Confirmed today,England will be one of NUM seeded countries NUM World Cup draw on Friday.We'll probably get France&Henry's big hands",34604050
REF see BarnDoor got away lightly.If RVP didn't happen he probably would have got banned NUM celebration.FA NUM chicken NUM ban NUMnd time,34604050
REF First time ever watching #PulpFiction....its like marmite....lover it or hate it....I love it :),34604050
#Sunderland Reckon Da Silva will get his NUMst start tomorrow as Collins won't b involved now. Mensah will probably b on the bench or rested.,34604050
REF what a good sport Phil.,34604050
REF I may have left Sunderland but #SAFC goes with you wherever you go :),34604050
REF I predicted weeks ago they be on kiddies TV like Mark and Sam.,34604050
Watching #HellsKitchen on ITVNUM. One of the contestants made dessert NUM minutes after order made. Appetitisers haven't even been made LOL,34604050
City bankers going NUM pocket ?NUM billion in bonuses. They will bring this country down to their knees again. Its all me me me me me FFS,34604050
REF Just needs a clean and it will be like new,34604050
REF can't stand the BNP. They say they are not racist but want white people to get the jobs.....stupid BNP,34604050
REF Well its just unlucky rather than anything else with that kind of hand,34604050
"REF I saw the trailer for next week, what on earth was that thing where you blow up the alligator/crododile LOL",34604050
REF I see.  Doctors have never mentioned it.  They just said use Piriton,34604050
"REF or even better the fans at Reina's end should wear speedos, bikinis and shades and play pass the beach balls around them",34604050
"REF bad.....its awful LOL, but you did say it wasn't your joke so I let you off LOL",34604050
REF I saw that fight Tony.  Do you know the result?,34604050
There are more #students going to #university this year.I think its because the economy is so bad that students are delaying looking NUM work.,34604050
Tonight is a great night so far. #Sunderland winning and skunks are losing,34604050
REF go for it Reg!!!!!  Enjoy.,34604050
The most pointless red card. Samba sent off for pull man back on half way line when on yellow card. Wasn't even a clear run to goal,34604050
REF I didn't know they did.  All I know is Stan Collymore starred in Basic Instinct NUM,34604050
REF give the fags up. I did years ago as it caused me severe nose bleeds,34604050
REF yep Dave its all your fault that REF is quitting #music. Don't do it Lily #LilyAllen,34604050
Come on Benty and England,34604050
REF oh that's not good. Any reason why? Or is it a simple can't be bothered excuse?,34604050
REF you will stay have a great time,34604050
REF a pint if #tea. That's a new one,34604050
Watching the end of #LOTR ROTK,34604050
REF Thanks.  Stopping in again today.  We have lousy weather in Surrey once more.,34604050
REF work must be real bad to drink that early haha,34604050
REF Do you like action movies? There is a #movie called 'Taken' with #LiamNeeson. It was excellent. URL,34604050
REF Ryan did say he was eating at Fifteen.Did u make him pay for his share or is he taking advantage of the freebie meal&drinks ;),34604050
REF theres no holding you back even if it is someone elses left over LOL,34604050
REF it can be extremely geeky LOL,34604050
REF did he mention the goalkeeper crisis for Saturday?,34604050
"REF its snowing in London Bev. Stay where u are, its horrible here LOL",34604050
"OK, I may go to the cinema for the first time nearly NUM years.....Can anyone recommend a good #movie at the #cinema this weekend?",34604050
REF NUM/NUM was bad shit.My bro got caught up there.He doesn't work in towers but his underground stop was where it collapsed on,34604050
REF dated Posh? Really????,34604050
REF ?NUM!!!!!! Blimey. There is no way I would pay for a phone. I'm always a contract person and get the phone for free.,34604050
"REF URL amazing how u lose weight on a diet of galaxy, nutella and donuts. What's the secret? Lol",34604050
REF Well said Darren,34604050
REF I think I know what you mean about them looking alike. Same shape face maybe.,34604050
X Factor - some times it makes u wonder if Simon Cowell knows owt about music,34604050
REF Make sure u get some chill out time. Got lunch with friend tmrw so looking forward NUM that&probably Xmas shopping in Oxford Street,34604050
REF this is the big week for ya chuck......how exciting,34604050
"REF if on web u shud b on home page,if not click 'Home'.If u want NUM see tweets with ur name mentioned click REF on right side",34604050
Blackburn beating Villa at home so we have every chance of beating Villa in the cup,34604050
Don't forget to trend #RED #AIDS or #WorldAIDSDay .  NUM million people die of HIV/AIDs every year.,34604050
"REF I wonder if he calls them Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday",34604050
REF I hope the #movie is not a NUM...far too young for a baby LOL,34604050
REF So no love lost then with the Mags LOL,34604050
REF problem with Audley is he over rates himself too much and fights boxers of low quality and loses some of them,34604050
Couple won ?NUM compensation NUM awful wedding photos&thank u cards supplied by photographer spelt names wrong URL,34604050
"REF Ivana Trump is a very successful business woman. Yes with help from her dad, but very bright.",34604050
"Just cooked pork chops, potatos, onion, mushrooms and carrots....yum yum",34604050
REF are you wearing that t-shirt?,34604050
REF OK that it Caz stop drinking LOL.  I like Stacey.  Single parent with a lovely son. I'm biased LOL,34604050
REF Are Charlotte and Jacquie going to join Twitter.  If they are let us know who they are so we can follow,34604050
REF Any snow where you are Lara about from the little bit from yesterday. No snow overnight in Kingston,34604050
REF Piers is Very entertaining does well in it.Get a copy of it if you can.Its the first celebrity one as theres been another since,34604050
"REF forget IENUM and install FireFox, its reliable and safer than IE. #Microsoft #Firefox",34604050
REF you can't beat the NUMs. Best music era,34604050
REF Cheers mate.  No big deal. You get to a certain age and just wanrt to forget it LOL,34604050
Louis got the groups again. Someone does not like him as groups never win,34604050
"REF Well you know me, I believe in that shit having lived in a haunting place myself plus you too",34604050
REF what has Niall Quinn? Has he done something nice this weekend?  Everyone is saying good things about him,34604050
REF I was holding it at the time and just dribbled off its body. It did not piss on me LOL,34604050
REF we're all gutted about the result today.,34604050
REF now you're being ridiculous mate. There is no need to exaggerate. I don't think u read anything I wrote. I said QUALITY,34604050
Just got back from lunch.  That Indian was really nice.....stuffed like a pig,34604050
REF I want to put Nick Griffin's head down the school bog but shit in it first,34604050
#Football #Sunderland -Hopefully another signing NUMday or tomorrow.A central defender is more needed since Da Silva is still in #SouthAmerica,34604050
REF its snowed NUM a little bit Dannii but raining already. You haven't missed much..I'm sure they will be snow for when u get back,34604050
REF Give it a few more days before it will hit the million followers.,34604050
"REF remember Bruce was trying to bring Cabanas to the club earlier but got shot in the head, so was late in looking NUM another striker",34604050
REF take it u know REF Olympic medal winner from S/Land.Can't believe Tony told press he aims to beat u in followers LOL,34604050
My son has started to crawl hurray!!! URL,34604050
REF Jonathan Ross' show seemed disjointed tonight.Also animal game ok with David Attenborough but got boring with other guests,34604050
Also what he said to Libya was probably full of shit to make him look good.  Just take the crap Nick,34604050
Togo are actually thinking of going back to the African Nationas if they can.  After NUM people killed on team bus.  They can't be serious!!!!,34604050
REF I gave up trying to eat healthy all the time.  I just love my food.  What can I say.,34604050
#indyweather  Thanksgiving Day    Rain/Snow Likely Hi  NUMF  |  Tonight     Chance Sprinkles/Flurries Lo  NUMF... URL,47961916
#indynews WISH-TV is reporting Tools used to treat Freeney explained... URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  North at NUM.NUMmph. Last Updated on Mar NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews RTVNUM is reporting Lawmaker: Unlisted Consulting Work Not Unethical... URL,47961916
"#indynews IBJ.com reports Bankruptcies, store closings help Halloween shops scare up space... URL",47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  Northeast at NUM.NUMmph. Last Updated on Oct NUM NUM, NUM:NUM pm EDT... URL",47961916
#indyweather  This Afternoon    Mostly Sunny Hi  NUMF  |  Tonight     Partly Cloudy Lo  NUMF  |  Sunday     Part... URL,47961916
#indyweather  Overnight     Clear  Lo  NUMF  |  Thursday     Sunny  Hi  NUMF  |  Thursday Night    Mostly Clear... URL,47961916
"This is a test message, please ignore",47961916
Firefighters recover man's body from retention pond... URL,47961916
#indynews RTVNUM is reporting Company To Bring NUM Jobs To Indiana... URL,47961916
#indynews INDYSTAR is reporting Noblesville man gets NUM years in club death... URL,47961916
#indynews IBJ.com reports BREAKING: Class-action suit seeks millions for Fair Finance investors... URL,47961916
#indynews RTVNUM is reporting Patrick In NUM-Car Accident In NASCAR Debut... URL,47961916
#indynews INDYSTAR is reporting Colts arrive in Miami for Super Bowl Week... URL,47961916
#indyweather ALERT! Winter Storm Warning for Boone*Hamilton*Madison*Hendricks*Marion*... County until Wed NUM:NUMPM EST. URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  West at NUM.NUMmph. Last Updated on Feb NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews WIBC is reporting Cancer Society Questions Value of Prostate Screenings... URL,47961916
#indynews WIBC is reporting Victimizing The Victims And Those Who Help... URL,47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  Northwest at NUM.NUMmph. Last Updated on Dec NUM NUM, NUM:NUM am EST... URL",47961916
#indynews WTHR-TV is reporting Vigil held for slain IU professor... URL,47961916
#indynews INDYSTAR is reporting Snowstorm blankets metro area... URL,47961916
#indynews INDYSTAR is reporting Indiana company focus of gas-pedal inquiry... URL,47961916
"Current #indyweather NUM.NUMF A Few Clouds. Wind:  East at NUM.NUMmph. Last Updated on Nov NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews IBJ.com reports State tries new plan to track students' growth... URL,47961916
#indynews INDYSTAR is reporting Conservation office to use green tech... URL,47961916
"#indynews WTHR-TV is reporting Buffalo leads Colts, NUM-NUM... URL",47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  North at NUM.NUMmph. Last Updated on Dec NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews IBJ.com reports Emmis on way to avoiding stock delisting... URL,47961916
#indynews IBJ is reporting Fair Finance investors file motion for receiver to control assets... URL,47961916
#indynews RTVNUM is reporting Kurt Busch Wins Again At Atlanta After NUM Crashes... URL,47961916
#indynews IBJ.com reports Asking price for Hilbert estate drops below $NUMM... URL,47961916
#indyweather  Overnight     Mostly Clear Lo  NUMF  |  Sunday     Mostly Sunny Hi  NUMF  |  Sunday Night    Mostl... URL,47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  East at NUM.NUMmph. Last Updated on Feb NUM NUM, NUM:NUM pm EST... URL",47961916
"#indynews IBJ.com reports Facing lower state funding, IU cuts spending by $NUMM... URL",47961916
#indynews INDYSTAR is reporting Schools' grading scale is being re-evaluated... URL,47961916
#indynews WTHR-TV is reporting FAA: Child directed air traffic at JFK... URL,47961916
"Current #indyweather NUM.NUMF Overcast with Haze. Wind:  East at NUM.NUMmph. Last Updated on Dec NUM NUM, NUM:NUM pm EST... URL",47961916
"Current #indyweather NUM.NUMF Light Rain. Wind:  Northwest at NUM.NUMmph. Last Updated on Oct NUM NUM, NUM:NUM pm EDT... URL",47961916
theindychannel: Police: Man Molested Girl For NUM Years: A Sharpsville man is accused of molesting a now-NUM-year-o... URL,47961916
#indynews INDYSTAR is reporting Ohio company agrees to have interim receiver... URL,47961916
#indynews WISH-TV is reporting Some Ind. counties still digging out... URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  Northwest at NUM.NUMmph. Last Updated on Nov NUM NUM, NUM:NUM pm EST... URL",47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  North at NUM.NUMmph. Last Updated on Oct NUM NUM, NUM:NUM am EDT... URL",47961916
#indyweather  Overnight     Cloudy  Lo  NUMF  |  Tuesday     Chance Sprinkles Hi  NUMF  |  Tuesday Night    Grad... URL,47961916
#indynews RTVNUM is reporting Hoosier Soldier Laid To Rest... URL,47961916
#indynews IBJ is reporting Bauer noncommittal on property tax caps... URL,47961916
Fans rub elbows with golf's greats in Carmel... URL,47961916
#indynews WTHR-TV is reporting Former Pacer Williams indicted on felony drug charges... URL,47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  Northwest at NUM.NUMmph. Last Updated on Dec NUM NUM, NUM:NUM am EST... URL",47961916
#indyweather  Tonight     Mostly Clear Lo  NUMF  |  Monday     Mostly Sunny Hi  NUMF  |  Monday Night    Mostly... URL,47961916
"Current #indyweather NUM.NUMF A Few Clouds. Wind:  North at NUM.NUMmph. Last Updated on Feb NUM NUM, NUM:NUM am EST... URL",47961916
#indynews RTVNUM is reporting Seahawks Fire Coach Jim Mora After One Season... URL,47961916
"Current #indyweather NUM.NUMF Light Snow. Wind:  Northwest at NUM.NUMmph. Last Updated on Jan NUM NUM, NUM:NUM pm EST... URL",47961916
"Current #indyweather NUM.NUMF Light Rain. Wind:  South at NUM.NUMmph. Last Updated on Oct NUM NUM, NUM:NUM am EDT... URL",47961916
#indynews INDYSTAR is reporting Report: More Hoosiers are hungry... URL,47961916
"Current #indyweather NUM.NUMF Freezing Fog. Wind:  North at NUM.NUMmph. Last Updated on Feb NUM NUM, NUM:NUM am EST... URL",47961916
#indynews WTHR-TV is reporting Indy prepares for another winter blast... URL,47961916
"#indynews IBJ.com reports Senate OKs health care measure, but work remains... URL",47961916
#indyweather  Tonight     Mostly Cloudy Lo  NUMF  |  Tuesday     Showers Likely Hi  NUMF  |  Tuesday Night    Sh... URL,47961916
#indyweather  Sunday     Mostly Cloudy Hi  NUMF  |... URL,47961916
#indyweather  Tonight     Clear  Lo  NUMF  |  Tuesday     Sunny  Hi  NUMF  |  Tuesday Night    Increasing Clouds... URL,47961916
#indyweather ALERT! Winter Weather Advisory for Hamilton*Madison*Hendricks*Marion*Hancock County until Tue NUM:NUMPM EST. URL,47961916
#indyweather Overnight Mostly Clear Lo NUMF | Tuesday Mostly Sunny Hi NUMF | Tuesday Night Par... URL,47961916
#indynews WTHR-TV is reporting Police investigate early morning crash on I-NUM... URL,47961916
#indyweather Today Mostly Sunny Hi NUMF | Tonight Partly Cloudy Lo NUMF | Wednesday Mostly Su... URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  North at NUM.NUMmph. Last Updated on Mar NUM NUM, NUM:NUM am EST... URL",47961916
indystar_top: State panel to revive debate about school calendar and length of days URL URL,47961916
#indynews FOXNUM is reporting Cummins will layoff nearly NUM workers... URL,47961916
#indyweather  This Afternoon    Mostly Sunny Hi  NUMF  |  Tonight     Partly Cloudy Lo  NUMF  |  Sunday     Part... URL,47961916
got a video about Indianapolis you just gotta share?  send it to REF URL,47961916
"Current #indyweather NUM.NUMF Fog/Mist. Wind:  South at NUM.NUMmph. Last Updated on Nov NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews WTHR-TV is reporting Franklin officer reprimanded... URL,47961916
#indynews WTHR-TV is reporting Indiana Senate plans quick vote on property tax caps... URL,47961916
#indynews RTVNUM is reporting Panel Holds Off Voting On Workplace Gun Bill... URL,47961916
#indynews FOXNUM is reporting Lafayette mom accused of leaving kids at home while on a date... URL,47961916
got a video about Indianapolis you just wanna share?  send it to REF URL,47961916
"Current #indyweather NUM.NUMF Freezing Fog. Wind:  West at NUM.NUMmph. Last Updated on Jan NUM NUM, NUM:NUM am EST... URL",47961916
#indynews INDYSTAR is reporting NUM Pacers reach double figures as losing skid ends at NUM... URL,47961916
#indyweather  Tonight     Partly Cloudy Lo  NUMF  |  Sunday     Mostly Sunny Hi  NUMF  |  Sunday Night    Partly... URL,47961916
#indynews WTHR-TV is reporting Gov. says he'd sign bill to push back school start... URL,47961916
#indynews IBJ.com reports Ballard solicits business help in aid of Indy Parks... URL,47961916
"#indynews WTHR-TV is reporting Mishawaka policeman, police dog die in crash... URL",47961916
#indynews IBJ is reporting No Democrat meets Indiana deadline for Senate seat... URL,47961916
"#indynews INDYSTAR is reporting Daniels says despite challenges, Indiana is better off than others... URL",47961916
#indynews IBJ.com reports Dow Agro CEO says pipeline of products strong... URL,47961916
#indynews RTVNUM is reporting Warm Weather Gives Crews Head Start On Potholes... URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  South at NUM.NUMmph. Last Updated on Jan NUM NUM, NUM:NUM pm EST... URL",47961916
"#indynews RTVNUM is reporting Target Practice: DBs Must Stop Manning, Brees... URL",47961916
#indyweather  Overnight     Cloudy  Lo  NUMF  |  Tuesday     Chance Sprinkles Hi  NUMF  |  Tuesday Night    Grad... URL,47961916
"Current #indyweather NUM.NUMF Overcast. Wind:  Northwest at NUM.NUMmph. Last Updated on Jan NUM NUM, NUM:NUM pm EST... URL",47961916
#indynews RTVNUM is reporting Several Residents Duped By Real Estate Scam... URL,47961916
"Current #indyweather NUM.NUMF Fog/Mist. Wind:  Southwest at NUM.NUMmph. Last Updated on Dec NUM NUM, NUM:NUM am EST... URL",47961916
#indyweather  Overnight     Mostly Clear Lo  NUMF  |  Monday     Mostly Sunny Hi  NUMF  |  Monday Night    Mostl... URL,47961916
#indynews RTVNUM is reporting Proposal Would Require Prescription To Purchase Cold Meds... URL,47961916
#indynews WTHR-TV is reporting Durham fights appointment of bankruptcy trustee... URL,47961916
#indyweather  Tonight     Partly Cloudy Lo  NUMF  |  Columbus Day    Partly Sunny Hi  NUMF  |  Monday Night    P... URL,47961916
"Current #indyweather NUM.NUMF Fair. Wind:  West at NUM.NUMmph. Last Updated on Jan NUM NUM, NUM:NUM am EST... URL",47961916
"Current #indyweather NUM.NUMF A Few Clouds. Wind:  East at NUM.NUMmph. Last Updated on Oct NUM NUM, NUM:NUM pm EDT... URL",47961916
#indynews IBJ.com reports IU economists forecast tempered growth in NUM... URL,47961916
"Donnie i apoligize if you r reading these, but i am feel very cochina tonight",25260666
Damn NUM REF was going to be my other baby daddy lmao,25260666
REF well that's what I thought but not everyone has SS characters lol,25260666
"REF I can make a ship sale on dry land, but for my life is incomplete and I'm so blue cuz I can't get next to u xoxo red",25260666
Alright let's try this again ;) night twitter world xoxo,25260666
REF damn i know this...and tht is why you make me smile lol,25260666
"REF I hear u, cept I want my Donnie *sigh* hope ur surgery goes without a hitch",25260666
REF u were thinkin of me right!! Lmao URL just say yes lmao,25260666
"REF does that mean a bang on the wall, cuz I'm game hahaha",25260666
REF he is funny,25260666
"REF I don't have anything whitty or clever to say tonight, but U have shared urself with us unconditionally thank u my love",25260666
"REF God me too, Dayum his hotness",25260666
"just sent the hubs a pic of me in the office, the first thing he keyed in on was the REF button in the background of the pic lol",25260666
REF In the words of REF .... Donnie I would so date rape that ass Mwahahahaha,25260666
One of the guys that used to work for me just told me my hair matches his truck..then he said well let's just say I'm blushing,25260666
BDP Whattttttt ? URL,25260666
REF I don't want nuthing in my mouth that dub don't put there lol,25260666
Ok is it sad that I am turned on by REF being forceful?? I may need nkotb therapy lol,25260666
"REF morning baby doll, enjoy ur off Friday",25260666
REF umm I don't think I cld handle being with him and seeing the backrub live lol,25260666
REF I responded to her and said I did to and voila HVAC LMAO,25260666
REF hahaha I thought she was teasing a gangsta lol,25260666
REF Not sure what to say to get a hump...how bout HUMP ME PRETTY PLEASE,25260666
REF well I missed u like a hookah misses her hookah shoes...that's a lot in case u didn't know lol,25260666
REF byeeeee have fun and be safe,25260666
"REF the first time I as a real mess, I stood there staring at him like a moron",25260666
"REF Hell i don't think i have even wrote a check in year...Gotta love online banking...but back in the day, not bounce FLOAT lmao",25260666
REF Nubby is how we roll,25260666
REF he started it lol,25260666
REF build a bear,25260666
REF Have a great day my love!!,25260666
REF Woooooooo I'm so happy for y'all its going down,25260666
REF get some rest (when u can) and take care of you! We love you,25260666
"REF U R MY ? my only ? U make me ? when ? R grey! U'll never know dear how much I ? U, don't take my ? away! Yup",25260666
"REF I know I miss y'all too, I was tellin juu I need to plan a houston road trip",25260666
REF What did someone say fuck?!?! Why do i miss all the good shit hahahaah,25260666
REF and u got ur love! Wooo,25260666
"U were there, you celebrated the highs with me, and you provided comfort to me during some of the lowest times in my life....",25260666
REF he is beautiful,25260666
"Ok garlic bread @ NUMpm prolly nt a gd idea! I'm sure ima have dreams of REF dressed as a pimp sayin ""bitch whr's my $$"" lol",25260666
REF hahaha naw I'm feeling better still a little congested but a little better,25260666
Morning tweoples! Have a great Saturday,25260666
"REF I woulndt recommend a christmas song, to much of a gimmick! We need something that will be played past Dec for the stations to bite",25260666
REF ya that pain is no joke lol,25260666
REF its been a while lol,25260666
"I figure as much time as guys spend looking at my boobs, its only fair to return the favor and check out their package lol",25260666
K kids gotta run for a bit! Love ya,25260666
REF have I told u I hate u...okay not really I luv ur guts but sooooo jealous,25260666
REF I hadn't seen u tweet! I got skuurrreed! Just wanted to make sure u weren't still battling the fake Raspa lmao,25260666
REF ugh I know he was all in his NUMs and the photo of the shooter RAWR lmao,25260666
REF lmao naw watching I've come down from the nugget high lol,25260666
"REF good morning to ya! Any chance you r coming to San Antonio??? Pretty Please!!! Love ya, have a great day",25260666
Just watched the Fast and the Furious.... FML NUM hours of my life I'll never get back,25260666
REF lmao yay u remembered safety first lol,25260666
"Even tho I know there are marathon meetings on the horizon today, I'm okay! Its my friday and I have a NUM day coming up! Woooooo",25260666
"REF ""the moment I wake up, before I put on my make up, I say a little prayer for u""",25260666
Ok NUM last REF tweet bNUM bed! I luv ya kid and I am sorry for the crap u had to put up with! Twugs,25260666
REF what does smh mean?,25260666
REF ima log off for the day! Peace,25260666
REF but it sure would taste good lol,25260666
"REF yea it is, then ya wake up and do it all over again lol",25260666
for the love of all that is good and holy,25260666
REF gasp that's is adorable,25260666
"REF thanks mama, its okay I feel his love everyday",25260666
I think I need to go back to Cali to visit my Kid sisters... I miss them,25260666
REF got an apt on Weds then the procedure next month,25260666
REF yep I was a cheerleader and played varsity ball...,25260666
I think this should be our theme song for Hump Day URL REF,25260666
#oneofmyfollowers is not REF hmmmmmm care to fix that? lol,25260666
REF what about poor Umali?,25260666
REF well u'll see me more on Sunday lol,25260666
"Only NUM more days of work this week, please help me endure the bullshit with a smile and grind through to my weekend!",25260666
REF damn that looks good mmmmmm,25260666
REF wooo gotta watch us red heads were trouble lol,25260666
REF hahaha well atleast the dads can get a treat lmao,25260666
"REF lol I hear ya, but I'm out my dear! I love u",25260666
REF woot woot got my tickets for H Town,25260666
REF lol I heart it too,25260666
REF so its a deal then ;) lol,25260666
Its a bout to go down,25260666
REF feeling this for the back rub... URL,25260666
REF psst r u lurking?? I got a txt woo from my hubby and now I want a twug from u! Can u hook a playa up?,25260666
"REF yea mine knows about my twitter and can see it when ever he wants, he doesn't want anything to do with it lol",25260666
"And more water, and its posed to rain for the rest of the week URL",25260666
"REF don't know where u are or what ur doing, but wanted u know that u r always in my thoughts! TWUGS N LUV baby boy MUAH xoxo",25260666
Congrats to REF REF for getting their first facetime with Dub in his limo! That's how PSG's roll,25260666
REF well hell to the ya!,25260666
REF u tell me where and when and me and Waffles will be there :),25260666
REF glad to be a part of it!,25260666
Baby I'll wipe ur tears *sigh* REF u just warm my heart,25260666
OH SHIT.... This was my jam,25260666
REF that one? Lol,25260666
REF go here girlie to DL URL,25260666
REF Wooo I think I just has a twitergasm,25260666
REF I knw right! Double the pleasure doulbe the fun mwahahaha,25260666
I wish todays artist could could make me feel the passion in their music like the way the old school R&B singer can! Step up ur game,25260666
REF good night cochinaNUM have some naughty cochina dreams,25260666
REF well I'm only a NUMD now lol NUM more cup size and I'll be happy lol,25260666
REF Thanks you for givin us the new shit! wooooooo,25260666
REF REF lmao,25260666
REF after thought ass nigga!,21974114
Its not raining on my side of town.,21974114
"REF ""Shawty just text me, say he wanna sex me lol smiley face lol smiley face""",21974114
My lil indian TA got on some trues #iseeyou,21974114
REF but of cooourse,21974114
Oh lawd. This morning its REF turn to throw up.,21974114
REF lol whoa how old are these pics?,21974114
REF its this thing that gives your hair a hump. Kinda like what snookie has going on..,21974114
Got alotta pictures to add on fbook from the summer and MAYBE on here.,21974114
REF tits or lips on me?,21974114
REF so...you gon have your boy trey on the show today? Rocsi can sit this NUM out.,21974114
Smh in a bad mood already.,21974114
REF I know clark got trey but it was sposed to be a secret! Now these hoes gon be all early!,21974114
trey + toni kiss URL stella tryna get her groove back. *shrug I don't blame you.,21974114
Lmao REF I'm just sayin. She displayin ass on a platter & he clearly don't want it. I'd be embarrassed.,21974114
lol the addams family on,21974114
REF lol as long as you healthy you good,21974114
Raven Simone looks cute on wendy w/ her short haircut.,21974114
#shoutout to the tilapia lookin chick that thought my friend was tryna talk to her #girlbye,21974114
REF Thank God. Preciate it.,21974114
Jeremih if you don't take them shades off.,21974114
#RHOA Love will conquer all huh? BXTCH YOU WIT A MARRIED MAN!,21974114
REF I guess I need to start running.,21974114
Naaaaw REF yall asses are picky too. I see many rough lookin niggas w/ cute girlfriends but the other way around? Nah.,21974114
REF lol  nah im in chill mode now,21974114
REF lmao u actually stickin to the pact?!,21974114
REF its thursday & the test is saturday u crazy.,21974114
Gettin your hair washed is the best part of the salon. Scratch that scalp  lol,21974114
REF I couldn't hear shit lol I downloaded it off limewire but no listen yet,21974114
REF Shut up! You didnt reply when I called your ass country.,21974114
REF LOL I had to unfollow everybody there,21974114
NOW WAIT! I turned from the game for NUM seconds what happened??????,21974114
"Lmao Women on Tyra today whoopin dudes asses. RIHANNA, get into this!",21974114
REF lol you know you got a turtleneck in the closet,21974114
LMAO REF is lyyying.,21974114
REF are you married? Even though he'll probably lie lol,21974114
REF i ate fool! I'd be dead by now if I waited that long.,21974114
lol wait Laurie Ann cut her hair like LaLa?,21974114
I know yall saw that shit.,21974114
REF F THAT im here lmao,21974114
Whoever said there's no such thing as a stupid question definitely LIED & this dude is proof.,21974114
Jupiter love sounds a lil old school right now. *listens,21974114
REF u serious? Lmao I have to analyze something related to media,21974114
#wheniwaslittle  I used to damn near cry when my brother wiggled his toes. Why? Hell if I know.,21974114
REF Saw somebody readin one of ya books ZANE,21974114
REF I have noooo idea. Me & my friend still tryna figure that out,21974114
Why is REF following me?,21974114
Dudes in underground atlanta are sooo thirsty.,21974114
#why can't I get off of twitter/ facebook and finish my paper?,21974114
REF I have no idea who else is performing.,21974114
REF people kill me actin like there's no ratchedness @ their school too.,21974114
REF lol the surprised look?,21974114
#shyne from my head down to my shoes shyne skirrrr on NUMs lol who remember that?,21974114
#shoutout to the twitter celebs. Nobody knows you offline.,21974114
REF yeaaaa I got class friday and work #nobueno #havefun,21974114
REF cuz i'm used to the other one,21974114
I dislike alla yall lol I'm tryin not to read the rhoa tweets since I aint seen it yet!,21974114
Just spotted my bro's girlfriend in this store.Lol me and my mama got thee fuck on she's crazy.,21974114
REF I thought about that LOL but his old ass came outta nowhere.,21974114
This is the countriest wedding I've ever seen.,21974114
UH OH they're about to show the pervs in GA.,21974114
#thoughtsintheclub my hair is fxcked up,21974114
REF Yea the idea was very creative. The outfits too.,21974114
REF iim not tellliiiiing.,21974114
So they put vick in for half a second? #fail,21974114
REF what did he say exactly?,21974114
"Maaaan I dont know why I feel some type of way about these NEW trey fans. But its a good thing, #READY better be flyin off the shelves.",21974114
So yall aint answerin the question huh?,21974114
That game was the truth.,21974114
#musicmonday yes I'm trying to use all female rappers today. Slim pickins,21974114
[wake up wake up wake up] Its the first of the moooonth.,21974114
REF lmaooo he said she spendin they money on hair & nails! Everybody know thats a lie.,21974114
And now this female!,21974114
REF You sayin it in the nicest way possible lol,21974114
#musicmonday come and talk to me- jodeci / its on the radio lol,21974114
I need some more music on my phone. Any suggestions?,21974114
REF LOL take some theraflu,21974114
Got teairra_monroe song sponsor on repeat.,21974114
REF lol and thats why you a JERK!,21974114
"I'm surprised bitter single people haven't started a TT yet, but that's every other day on twitter.",21974114
Said it before & ima say it again DR DRE TAKE YOUR SWOLE ASS OUT THE GYM & GO TO A STUDIO. Thanks in advance.,21974114
Night night I'm signing off for the night and some of yall should be too lol,21974114
I never woulda thought terence j was a que dog.,21974114
REF She does look good for her age tho. Probably because she danced all those years.,21974114
REF lol yes u would yall are just alike,21974114
These old men still movin though.,21974114
REF  lol I forgot how the hell she got out of this coffin. This shit must be TORTURE.,21974114
REF HA im gonna feel the same way @ work later,21974114
REF Yea you can take your ass to bed now lol,21974114
I dont really pay attention to college football.,21974114
REF I REFUSE TO RETWEET! lol that is such a blatant LIE!,21974114
Q:Whats one thing you wanna do over in... A:Um all of high school? lol I was sup... URL #formspringme,21974114
